age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Income
58, Private,110844, Masters,14, Widowed, Sales, Not-in-family, White, Female,0,0,27, United-States, <=50K
23, Private,143003, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1887,50, India, >50K
31, Federal-gov,59732, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
28, Private,178489, Bachelors,13, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,45, ?, <=50K
41, ?,252127, Some-college,10, Widowed, ?, Unmarried, Black, Female,0,0,20, United-States, <=50K
37, Private,109633, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,16, United-States, >50K
19, Private,160811, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,38, United-States, <=50K
27, Self-emp-not-inc,365110, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
61, Self-emp-not-inc,113080, 9th,5, Married-civ-spouse, Sales, Husband, White, Male,0,0,58, United-States, >50K
39, Private,206074, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
25, Private,173062, Bachelors,13, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,40, United-States, <=50K
58, Private,117273, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
27, Self-emp-not-inc,153805, Some-college,10, Married-civ-spouse, Transport-moving, Other-relative, Other, Male,0,0,50, Ecuador, >50K
51, Private,293802, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,52, United-States, <=50K
43, Local-gov,153132, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
46, Private,166809, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
67, ?,34122, 5th-6th,3, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
50, Local-gov,231725, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
20, Private,63210, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
35, Private,108293, Bachelors,13, Widowed, Prof-specialty, Unmarried, White, Female,0,0,32, United-States, >50K
57, Private,116878, 1st-4th,2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Italy, <=50K
40, Private,110622, Prof-school,15, Married-civ-spouse, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
42, Local-gov,180318, 10th,6, Never-married, Farming-fishing, Unmarried, White, Male,0,0,35, United-States, <=50K
67, Self-emp-inc,112318, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private,252079, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7688,0,44, United-States, >50K
30, Private,27153, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
26, Private,73312, 11th,7, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,15, United-States, <=50K
51, Private,145409, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,167882, Some-college,10, Widowed, Other-service, Other-relative, Black, Female,0,0,45, Haiti, <=50K
24, Private,236696, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
48, Self-emp-not-inc,28791, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,50, United-States, <=50K
34, State-gov,118551, Bachelors,13, Married-civ-spouse, Tech-support, Own-child, White, Female,5178,0,25, ?, >50K
70, Private,187292, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,6418,0,40, United-States, >50K
35, Private,189922, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, ?,584259, Masters,14, Married-civ-spouse, ?, Husband, White, Male,0,0,2, United-States, >50K
26, Private,173992, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
64, Private,253759, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,3, United-States, <=50K
26, Private,111243, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
39, Self-emp-not-inc,147850, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
55, Private,171015, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,36, United-States, <=50K
23, Private,118023, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, ?, <=50K
33, Self-emp-not-inc,361497, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private,137290, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
