age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Income
61, Local-gov,321117, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,79619, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,42, United-States, >50K
22, ?,42004, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,30, United-States, <=50K
36, Private,135289, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
44, Self-emp-inc,320984, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,5178,0,60, United-States, >50K
37, Private,203070, Some-college,10, Separated, Adm-clerical, Own-child, White, Male,0,0,62, United-States, <=50K
31, Private,32406, Some-college,10, Divorced, Craft-repair, Unmarried, White, Female,0,0,20, United-States, <=50K
54, Private,99185, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
20, Private,205839, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
63, ?,150389, Bachelors,13, Widowed, ?, Not-in-family, White, Female,0,0,40, United-States, >50K
48, Self-emp-not-inc,243631, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7688,0,40, United-States, >50K
33, ?,163003, HS-grad,9, Divorced, ?, Not-in-family, Asian-Pac-Islander, Female,0,0,41, China, <=50K
31, Private,231263, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,4650,0,45, United-States, <=50K
38, Private,200818, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc,247379, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
48, Private,349151, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Private,22154, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Private,176317, HS-grad,9, Widowed, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private,22245, Masters,14, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,72, ?, >50K
29, Private,236436, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private,354078, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
42, Self-emp-not-inc,166813, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
50, Private,358740, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, England, <=50K
75, Self-emp-not-inc,208426, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
46, Private,265266, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
52, Federal-gov,31838, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private,175034, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private,413297, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
31, Private,106347, 11th,7, Separated, Other-service, Not-in-family, Black, Female,0,0,42, United-States, <=50K
23, Private,174754, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
34, Private,441454, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,24, United-States, <=50K
41, Self-emp-not-inc,209344, HS-grad,9, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,40, Cuba, <=50K
31, Private,185732, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
42, Private,65372, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private,33975, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
55, Private,326297, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
36, State-gov,194630, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
65, Self-emp-not-inc,167414, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,59, United-States, >50K
38, Local-gov,165799, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,12, United-States, <=50K
62, Private,192866, Some-college,10, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
54, Self-emp-inc,166459, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States, >50K
49, Private,148995, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private,190040, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
32, Private,209432, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
51, Self-emp-inc,229465, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
48, Self-emp-not-inc,397466, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
30, Private,283767, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, ?, <=50K
52, Federal-gov,202452, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,43, United-States, <=50K
28, Self-emp-not-inc,218555, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,1762,40, United-States, <=50K
29, Private,128604, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private,65466, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
57, Private,141326, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
43, Federal-gov,369468, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, State-gov,136137, Some-college,10, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private,236770, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Private,89534, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, >50K
69, ?,195779, Assoc-voc,11, Widowed, ?, Not-in-family, White, Female,0,0,1, United-States, <=50K
73, Private,29778, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,37, United-States, <=50K
22, Self-emp-inc,153516, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
31, Private,163594, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
